phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
9194119,http://allegro.pl-oferta98273.pl,http://www.phishtank.com/phish_detail.php?phish_id=9194119,2025-08-25T23:35:18+00:00,yes,2025-08-25T23:42:26+00:00,yes,Allegro
9194118,http://allegrolokalnie.pl-oferta98273.pl,http://www.phishtank.com/phish_detail.php?phish_id=9194118,2025-08-25T23:35:07+00:00,yes,2025-08-25T23:42:26+00:00,yes,Allegro
9194117,http://allegro.pl-oferta89354761.icu,http://www.phishtank.com/phish_detail.php?phish_id=9194117,2025-08-25T23:34:55+00:00,yes,2025-08-25T23:42:26+00:00,yes,Allegro
9194113,http://allegro.pl-oferta9237192.sbs,http://www.phishtank.com/phish_detail.php?phish_id=9194113,2025-08-25T23:08:10+00:00,yes,2025-08-25T23:12:11+00:00,yes,Allegro
9194107,http://allegrolokalnie.pl-ogloszenia-0219304922.cfd,http://www.phishtank.com/phish_detail.php?phish_id=9194107,2025-08-25T22:36:32+00:00,yes,2025-08-25T23:02:39+00:00,yes,Allegro
9194072,http://allegrolokalnie.dsae-3-2fd-sa.sbs,http://www.phishtank.com/phish_detail.php?phish_id=9194072,2025-08-25T21:25:24+00:00,yes,2025-08-25T21:32:33+00:00,yes,Allegro
9194068,https://www.stars-direct-dream-rot.autos/1j3hhfkiq/l?btd=dHJrLnN0aWxsLWNhcC1lbmpveS1tb25leS5ydW4&exptoken=MTc1NjE1NjcwNTMwNQ%3D%3D&lang=en&lid=88e5e8cf-9e29-4d07-9b79-fb93dc1c018e&ltd=dHJrLnN0b29kLXN1Y2gtZWxzZS1wZXJzb24ucnVu&pd2q=YTE9ODhlNWU4Y2YtOWUyOS00ZDA3LTliNzktZmI5M2RjMWMwMThlJmEyPTlmZWU4ZWVjLWJmNjctNGIwNS1iN2E1LTI4NjBkZTg4MzUxOSZhMz0zMTQz&r_lang=en&td=dHJrLnN0dWRlbnQtcmVzdC1vbnRvLXRyYWRlLnJ1bi9zbndkYXJ0Zg&lvc=31e8cf86,http://www.phishtank.com/phish_detail.php?phish_id=9194068,2025-08-25T21:22:44+00:00,yes,2025-08-25T21:32:33+00:00,yes,Other
9194063,https://psee.io/82u5yc,http://www.phishtank.com/phish_detail.php?phish_id=9194063,2025-08-25T21:13:19+00:00,yes,2025-08-25T21:22:16+00:00,yes,Other
9194060,https://muse.io/account-information-review-required,http://www.phishtank.com/phish_detail.php?phish_id=9194060,2025-08-25T21:08:19+00:00,yes,2025-08-25T21:12:34+00:00,yes,Other
9194058,http://allegrolokalnie.oferta31.cfd,http://www.phishtank.com/phish_detail.php?phish_id=9194058,2025-08-25T20:57:54+00:00,yes,2025-08-25T21:03:21+00:00,yes,Allegro
9194054,https://ip-trezo-start.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9194054,2025-08-25T20:53:20+00:00,yes,2025-08-25T21:03:21+00:00,yes,Other
9194053,http://ip-trezo-start.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=9194053,2025-08-25T20:53:19+00:00,yes,2025-08-25T21:03:21+00:00,yes,Other
9194052,https://connect-bridge-en.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9194052,2025-08-25T20:48:20+00:00,yes,2025-08-25T20:52:12+00:00,yes,Other
9194051,http://connect-bridge-en.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=9194051,2025-08-25T20:48:19+00:00,yes,2025-08-25T20:52:12+00:00,yes,Other
9194049,https://allegrolokalnie.pl-ogloszenie-023902910.cfd,http://www.phishtank.com/phish_detail.php?phish_id=9194049,2025-08-25T20:45:23+00:00,yes,2025-08-25T20:52:12+00:00,yes,Allegro
9194047,https://allegrolokalnie.pl-oferta-66053.shop/?id=i8d8j3KaB32GaCh3F65aMk5jjMkNBJ,http://www.phishtank.com/phish_detail.php?phish_id=9194047,2025-08-25T20:42:15+00:00,yes,2025-08-25T21:22:16+00:00,yes,Allegro
9194034,http://complete-io-trezo.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=9194034,2025-08-25T20:23:45+00:00,yes,2025-08-25T20:32:11+00:00,yes,Other
9194035,https://complete-io-trezo.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9194035,2025-08-25T20:23:45+00:00,yes,2025-08-25T20:32:11+00:00,yes,Other
9194023,http://io-bridge-faqs.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=9194023,2025-08-25T20:08:31+00:00,yes,2025-08-25T20:12:20+00:00,yes,Other
9194024,https://io-bridge-faqs.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9194024,2025-08-25T20:08:31+00:00,yes,2025-08-25T20:12:20+00:00,yes,Other
9194020,https://support-trzr-pages.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9194020,2025-08-25T20:03:34+00:00,yes,2025-08-25T20:12:20+00:00,yes,Other
9194019,http://support-trzr-pages.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=9194019,2025-08-25T20:03:33+00:00,yes,2025-08-25T20:12:20+00:00,yes,Other
9194018,https://bhd-notifica-activarcuentayusuario.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9194018,2025-08-25T20:03:12+00:00,yes,2025-08-25T20:12:20+00:00,yes,Other
9194017,https://bhd-validar-activar-cuenta-86379.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9194017,2025-08-25T20:03:04+00:00,yes,2025-08-25T20:12:20+00:00,yes,Other
9194010,https://help-suite-trezors.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9194010,2025-08-25T19:50:05+00:00,yes,2025-08-25T20:02:53+00:00,yes,Other
9194009,http://help-suite-trezors.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=9194009,2025-08-25T19:50:04+00:00,yes,2025-08-25T20:02:53+00:00,yes,Other
9194003,https://comfy-licorice-e39510.netlify.app/,http://www.phishtank.com/phish_detail.php?phish_id=9194003,2025-08-25T19:45:36+00:00,yes,2025-08-25T19:52:28+00:00,yes,Other
9193999,http://allegro.pl-oferta43215.icu,http://www.phishtank.com/phish_detail.php?phish_id=9193999,2025-08-25T19:38:23+00:00,yes,2025-08-25T19:42:49+00:00,yes,Allegro
9193992,https://allegrolokalnie.pl-firmowe-123.icu/oferta/traktorek-kosiarka-viking-t6-175-hp-fcf5d4,http://www.phishtank.com/phish_detail.php?phish_id=9193992,2025-08-25T19:25:44+00:00,yes,2025-08-25T19:32:20+00:00,yes,Allegro
9193976,http://allegro.pl-oferta97431.pl,http://www.phishtank.com/phish_detail.php?phish_id=9193976,2025-08-25T18:41:17+00:00,yes,2025-08-25T18:52:13+00:00,yes,Allegro
9193971,https://allegrolokalnie.pl-oferta396941.icu,http://www.phishtank.com/phish_detail.php?phish_id=9193971,2025-08-25T18:33:26+00:00,yes,2025-08-25T18:52:13+00:00,yes,Allegro
9193969,http://allegrolokalnie.oferta-102374.shop,http://www.phishtank.com/phish_detail.php?phish_id=9193969,2025-08-25T18:31:00+00:00,yes,2025-08-25T18:52:13+00:00,yes,Allegro
9193968,http://allegrolokalnie.pl-oferta97431.pl,http://www.phishtank.com/phish_detail.php?phish_id=9193968,2025-08-25T18:30:54+00:00,yes,2025-08-25T18:52:13+00:00,yes,Allegro
9193967,http://allegrolokalnie.pl-oferta7458164.cfd,http://www.phishtank.com/phish_detail.php?phish_id=9193967,2025-08-25T18:30:46+00:00,yes,2025-08-25T18:52:13+00:00,yes,Allegro
9193966,http://allegro.pl-oferta7458164.cfd,http://www.phishtank.com/phish_detail.php?phish_id=9193966,2025-08-25T18:30:43+00:00,yes,2025-08-25T18:52:13+00:00,yes,Allegro
9193962,https://smbc-card01.club,http://www.phishtank.com/phish_detail.php?phish_id=9193962,2025-08-25T18:26:29+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193961,https://smbc-card16.club,http://www.phishtank.com/phish_detail.php?phish_id=9193961,2025-08-25T18:26:27+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193960,https://smbc-card21.club,http://www.phishtank.com/phish_detail.php?phish_id=9193960,2025-08-25T18:26:25+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193959,https://smbc-card22.club,http://www.phishtank.com/phish_detail.php?phish_id=9193959,2025-08-25T18:26:23+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193958,https://smbc-card24.club,http://www.phishtank.com/phish_detail.php?phish_id=9193958,2025-08-25T18:26:21+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193957,https://smbc-card38.club,http://www.phishtank.com/phish_detail.php?phish_id=9193957,2025-08-25T18:26:19+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193956,https://smbc-card46.club,http://www.phishtank.com/phish_detail.php?phish_id=9193956,2025-08-25T18:26:17+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193955,https://smbc-card53.club,http://www.phishtank.com/phish_detail.php?phish_id=9193955,2025-08-25T18:26:15+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193954,https://smbc-card61.club,http://www.phishtank.com/phish_detail.php?phish_id=9193954,2025-08-25T18:26:13+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193953,https://smbc-card79.club,http://www.phishtank.com/phish_detail.php?phish_id=9193953,2025-08-25T18:26:11+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193952,https://smbc.ydadjj.com/v1/check,http://www.phishtank.com/phish_detail.php?phish_id=9193952,2025-08-25T18:26:10+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193950,https://www3-vpass.bajolared.com,http://www.phishtank.com/phish_detail.php?phish_id=9193950,2025-08-25T18:26:07+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193949,https://smbc-card13.club,http://www.phishtank.com/phish_detail.php?phish_id=9193949,2025-08-25T18:26:05+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193948,https://smbc-card25.club,http://www.phishtank.com/phish_detail.php?phish_id=9193948,2025-08-25T18:26:02+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193947,https://smbc-card33.club,http://www.phishtank.com/phish_detail.php?phish_id=9193947,2025-08-25T18:26:00+00:00,yes,2025-08-25T18:52:13+00:00,yes,Other
9193946,https://smbc-card55.club,http://www.phishtank.com/phish_detail.php?phish_id=9193946,2025-08-25T18:25:58+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193945,https://smbc-card59.club,http://www.phishtank.com/phish_detail.php?phish_id=9193945,2025-08-25T18:25:56+00:00,yes,2025-08-25T18:42:13+00:00,yes,Other
9193944,https://smbc-card62.club,http://www.phishtank.com/phish_detail.php?phish_id=9193944,2025-08-25T18:25:54+00:00,yes,2025-08-25T18:32:10+00:00,yes,Other
9193943,https://smbc-card78.club,http://www.phishtank.com/phish_detail.php?phish_id=9193943,2025-08-25T18:25:53+00:00,yes,2025-08-25T18:32:10+00:00,yes,Other
9193942,https://gq9zkfo.top/DyIBDPO9HV/login&amp;getFlg=in/,http://www.phishtank.com/phish_detail.php?phish_id=9193942,2025-08-25T18:25:51+00:00,yes,2025-08-25T18:32:10+00:00,yes,Other
9193941,https://e356771f-3ffd-44f7-9746-473038b8c1b5-00-3oblt7n0s281s.picard.replit.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9193941,2025-08-25T18:25:48+00:00,yes,2025-08-25T18:32:10+00:00,yes,Other
9193940,https://7679ab35-f8f9-4f26-b412-19764d93df2b-00-2ru82siavy18o.spock.replit.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9193940,2025-08-25T18:25:47+00:00,yes,2025-08-25T18:32:10+00:00,yes,Other
9193935,https://cuonealas.vercel.app,http://www.phishtank.com/phish_detail.php?phish_id=9193935,2025-08-25T18:25:37+00:00,yes,2025-08-25T18:32:10+00:00,yes,Other
9193925,https://allegrolokalnie.pl-oferta6407276.cfd,http://www.phishtank.com/phish_detail.php?phish_id=9193925,2025-08-25T18:09:35+00:00,yes,2025-08-25T18:22:28+00:00,yes,Allegro
9193921,https://ppal-ident.com/,http://www.phishtank.com/phish_detail.php?phish_id=9193921,2025-08-25T17:59:33+00:00,yes,2025-08-25T18:12:07+00:00,yes,PayPal
9193920,http://allegrolokalnie.pl-oferta4179440.icu,http://www.phishtank.com/phish_detail.php?phish_id=9193920,2025-08-25T17:59:23+00:00,yes,2025-08-25T18:12:07+00:00,yes,Allegro
9193919,https://ppal-ident.com/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9193919,2025-08-25T17:59:22+00:00,yes,2025-08-25T18:02:55+00:00,yes,PayPal
9193917,https://sadiadvan.com/wp-admin/maint/tmp/vmo.html,http://www.phishtank.com/phish_detail.php?phish_id=9193917,2025-08-25T17:55:43+00:00,yes,2025-08-25T18:02:56+00:00,yes,Other
9193914,https://sevendigitalpay.shop/prostata/,http://www.phishtank.com/phish_detail.php?phish_id=9193914,2025-08-25T17:50:33+00:00,yes,2025-08-25T18:02:57+00:00,yes,Other
9193904,https://www-suivi-lockers.com/,http://www.phishtank.com/phish_detail.php?phish_id=9193904,2025-08-25T17:31:12+00:00,yes,2025-08-25T17:42:21+00:00,yes,Other
9193903,https://www-suivi-lockers.com/as.php,http://www.phishtank.com/phish_detail.php?phish_id=9193903,2025-08-25T17:31:02+00:00,yes,2025-08-25T17:42:21+00:00,yes,Other
9193901,https://etudesnotarialefrance-9667.twil.io/nolscon.html,http://www.phishtank.com/phish_detail.php?phish_id=9193901,2025-08-25T17:21:56+00:00,yes,2025-08-25T18:02:57+00:00,yes,Other
9193899,https://login.bantningsmedel.info/FdcEpUtD#,http://www.phishtank.com/phish_detail.php?phish_id=9193899,2025-08-25T17:21:17+00:00,yes,2025-08-25T17:32:07+00:00,yes,Microsoft
9193896,https://processing.kiaka.info/service,http://www.phishtank.com/phish_detail.php?phish_id=9193896,2025-08-25T17:19:44+00:00,yes,2025-08-25T19:32:20+00:00,yes,Microsoft
9193895,https://zuvtj.thedizzypixie.com/,http://www.phishtank.com/phish_detail.php?phish_id=9193895,2025-08-25T17:19:38+00:00,yes,2025-08-25T18:02:57+00:00,yes,Microsoft
9193894,http://tradequestint.com,http://www.phishtank.com/phish_detail.php?phish_id=9193894,2025-08-25T17:19:25+00:00,yes,2025-08-25T17:32:07+00:00,yes,Microsoft
9193893,https://docs.zoom.us/doc/g9o51Uy4RgyvXrhaJepjZg,http://www.phishtank.com/phish_detail.php?phish_id=9193893,2025-08-25T17:18:58+00:00,yes,2025-08-25T17:32:07+00:00,yes,Microsoft
9193892,http://web-ens--bridge-trzor.webflow.io,http://www.phishtank.com/phish_detail.php?phish_id=9193892,2025-08-25T17:18:02+00:00,yes,2025-08-25T17:22:07+00:00,yes,Other
9193888,http://trezorstar.webflow.io,http://www.phishtank.com/phish_detail.php?phish_id=9193888,2025-08-25T17:13:05+00:00,yes,2025-08-25T17:22:07+00:00,yes,Other
9193886,https://paiements-abonnement.com/,http://www.phishtank.com/phish_detail.php?phish_id=9193886,2025-08-25T17:08:41+00:00,yes,2025-08-25T17:22:07+00:00,yes,Other
9193885,https://paiements-abonnement.com/captcha.php,http://www.phishtank.com/phish_detail.php?phish_id=9193885,2025-08-25T17:08:29+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193884,https://paiements-abonnement.com/captcha.phpFR,http://www.phishtank.com/phish_detail.php?phish_id=9193884,2025-08-25T17:08:19+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193883,http://sso-trezor-hardware-io.webflow.io,http://www.phishtank.com/phish_detail.php?phish_id=9193883,2025-08-25T17:08:08+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193882,https://mnbprol.unquenched.com.de/J8U55/,http://www.phishtank.com/phish_detail.php?phish_id=9193882,2025-08-25T17:04:15+00:00,yes,2025-08-25T17:32:07+00:00,yes,Microsoft
9193881,https://rbgy.preppk.com/#?4188721116Friday=dGVzdEB0ZXN0LmNvbQ==,http://www.phishtank.com/phish_detail.php?phish_id=9193881,2025-08-25T17:03:49+00:00,yes,2025-08-25T17:32:07+00:00,yes,Microsoft
9193880,http://home-start-ttrezor-io.webflow.io,http://www.phishtank.com/phish_detail.php?phish_id=9193880,2025-08-25T17:03:10+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193879,https://mnbprol.unquenched.com.de/J8U55/?client_id=4cd81a65-62a9-47a5-bcd8-ae985cce0e72&amp;redirect_uri=https%253A%252F%252Fwww.office.com%252Flandingv2&amp;response_type=code%2520id_token&amp;scope=openid%2520profile%2520email%2520offline_access%2520https%253A%252F%252Fgraph.microsoft.com%252Fmail.read%2520https%253A%252F%252Fgraph.microsoft.com%252Fmail.send&amp;nonce=Z7osRg40l8ZygAVBbbQbu074e2b3m1yx,http://www.phishtank.com/phish_detail.php?phish_id=9193879,2025-08-25T17:03:09+00:00,yes,2025-08-25T17:32:07+00:00,yes,Microsoft
9193877,https://cs26928.tw1.ru/,http://www.phishtank.com/phish_detail.php?phish_id=9193877,2025-08-25T17:00:21+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193876,https://93e08f01.tdsxg-sdkf549dskfd.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9193876,2025-08-25T17:00:11+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193875,https://facebook.aliceflynn.net.au/index.html,http://www.phishtank.com/phish_detail.php?phish_id=9193875,2025-08-25T17:00:00+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193874,https://magazines-assorted-jeans.surge.sh/,http://www.phishtank.com/phish_detail.php?phish_id=9193874,2025-08-25T16:59:56+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193873,https://pfive-d-da-ekilis.vercel.app/,http://www.phishtank.com/phish_detail.php?phish_id=9193873,2025-08-25T16:59:52+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193872,http://teiog.me/,http://www.phishtank.com/phish_detail.php?phish_id=9193872,2025-08-25T16:59:45+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193871,https://a1.carazzishield.ru.com/.well-known/wellsfargo2025/,http://www.phishtank.com/phish_detail.php?phish_id=9193871,2025-08-25T16:59:35+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193870,https://qji.ouq.mybluehost.me/website_cdf40dcf/.well-known/acme-challenge/2/3/ch/es/auth/login.php,http://www.phishtank.com/phish_detail.php?phish_id=9193870,2025-08-25T16:59:21+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193869,http://srv238859.hoster-test.ru/pecast/index.html?,http://www.phishtank.com/phish_detail.php?phish_id=9193869,2025-08-25T16:59:16+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193868,http://srv238887.hoster-test.ru/PIN/gov.it/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9193868,2025-08-25T16:59:03+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193866,https://forms.gle/sAhJPzWcXMiLHAs1A,http://www.phishtank.com/phish_detail.php?phish_id=9193866,2025-08-25T16:58:56+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193867,https://docs.google.com/forms/d/e/1FAIpQLSfFgLstoUe3_rQZQxEDEjvOcozuD-gQ5dM1wQd0de4V4I-R-w/viewform?usp=send_form,http://www.phishtank.com/phish_detail.php?phish_id=9193867,2025-08-25T16:58:56+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193865,https://docs.google.com/forms/d/e/1FAIpQLSfFgLstoUe3_rQZQxEDEjvOcozuD-gQ5dM1wQd0de4V4I-R-w/viewform,http://www.phishtank.com/phish_detail.php?phish_id=9193865,2025-08-25T16:58:50+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193864,https://ad-account-stats-hub-f4u.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9193864,2025-08-25T16:58:44+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193863,https://mt-swift.com-ustf.us/login.php,http://www.phishtank.com/phish_detail.php?phish_id=9193863,2025-08-25T16:58:34+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193862,http://mt-swift.com-ustf.us,http://www.phishtank.com/phish_detail.php?phish_id=9193862,2025-08-25T16:58:33+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193861,https://ldgrhd3453453jsd.aaiden0.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9193861,2025-08-25T16:58:27+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193860,https://assurance-maladie-ameli.fr/pages/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9193860,2025-08-25T16:58:21+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193859,https://assurance-maladie-ameli.fr,http://www.phishtank.com/phish_detail.php?phish_id=9193859,2025-08-25T16:58:20+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193858,https://2a817fc7.fygiuhi.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9193858,2025-08-25T16:58:09+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193857,https://t.co/g1Wu7YXkFX,http://www.phishtank.com/phish_detail.php?phish_id=9193857,2025-08-25T16:58:05+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193856,https://www.facebook.as-reels.info/hTx7Lk2Vc9Bn4Yq5Fs6Pm1Zr8Io3Xj0We7Ns3Rp6Ug2Kv9Om1Jh8Lt4Zy5Qb3Dn7Fr6,http://www.phishtank.com/phish_detail.php?phish_id=9193856,2025-08-25T16:57:55+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193855,https://t.co/FwKLem41n0,http://www.phishtank.com/phish_detail.php?phish_id=9193855,2025-08-25T16:57:45+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193854,https://globeweb.com.br/max-data/co/il/,http://www.phishtank.com/phish_detail.php?phish_id=9193854,2025-08-25T16:57:40+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193853,https://t.co/5LxLLwm2rN,http://www.phishtank.com/phish_detail.php?phish_id=9193853,2025-08-25T16:57:33+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193851,https://a1.ashleebarrena.sa.com/il,http://www.phishtank.com/phish_detail.php?phish_id=9193851,2025-08-25T16:57:24+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193852,https://a1.ashleebarrena.sa.com/il/,http://www.phishtank.com/phish_detail.php?phish_id=9193852,2025-08-25T16:57:24+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193849,https://shanzaniz.github.io/sheraa,http://www.phishtank.com/phish_detail.php?phish_id=9193849,2025-08-25T16:57:08+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193850,https://shanzaniz.github.io/sheraa/,http://www.phishtank.com/phish_detail.php?phish_id=9193850,2025-08-25T16:57:08+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193847,https://shanzaniz.github.io/shanzaa,http://www.phishtank.com/phish_detail.php?phish_id=9193847,2025-08-25T16:56:56+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193848,https://shanzaniz.github.io/shanzaa/,http://www.phishtank.com/phish_detail.php?phish_id=9193848,2025-08-25T16:56:56+00:00,yes,2025-08-25T17:12:27+00:00,yes,Other
9193846,https://apply-now-meta-free-verfied-badge-m.vercel.app,http://www.phishtank.com/phish_detail.php?phish_id=9193846,2025-08-25T16:56:51+00:00,yes,2025-08-25T17:03:04+00:00,yes,Other
9193845,https://ln.run/XQZDD,http://www.phishtank.com/phish_detail.php?phish_id=9193845,2025-08-25T16:56:47+00:00,yes,2025-08-25T17:03:04+00:00,yes,Other
9193844,https://ln.run/5XP-G,http://www.phishtank.com/phish_detail.php?phish_id=9193844,2025-08-25T16:56:42+00:00,yes,2025-08-25T17:03:04+00:00,yes,Other
9193843,https://palrnerta.wixstudio.com/gfjkjkh,http://www.phishtank.com/phish_detail.php?phish_id=9193843,2025-08-25T16:56:36+00:00,yes,2025-08-25T17:03:04+00:00,yes,Other
